text H-ID,preferred_name,language,literary_form,specific_genre Record Title,date_of_creation,is_written_by (Person) Record Title,described_at_URL,doc H-ID,Shelfmark,siglum,status,Settlement,repository,collection,idno,Date,jonas_id,arlima_id
535,Conquete de Jerusalem,fro (Old French),verse,chanson de geste,1181 to 1200,"Graindor de Douai
(1100 to 1200)",https://arlima.net/no/300|http://jonas.irht.cnrs.fr/oeuvre/12848,45937,"Paris, Bibliothèque nationale de France, français 795",C,,Paris,Bibliothèque nationale de France,français,795,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/45557,https://arlima.net/no/2466
535,Conquete de Jerusalem,fro (Old French),verse,chanson de geste,1181 to 1200,"Graindor de Douai
(1100 to 1200)",https://arlima.net/no/300|http://jonas.irht.cnrs.fr/oeuvre/12848,45532,"Périgueux, Archives départementales de la Dordogne, 183-04",,fragment,Périgueux,Archives départementales de la Dordogne,,183-04,1296-1305,http://jonas.irht.cnrs.fr/manuscrit/82073,
535,Conquete de Jerusalem,fro (Old French),verse,chanson de geste,1181 to 1200,"Graindor de Douai
(1100 to 1200)",https://arlima.net/no/300|http://jonas.irht.cnrs.fr/oeuvre/12848,45638,"Stafford, Staffordshire Record Office, D 641 / 1 / 2 / 84",N,fragment,Stafford,Staffordshire Record Office,,D 641 / 1 / 2 / 84,1276-1305,http://jonas.irht.cnrs.fr/manuscrit/40279,
535,Conquete de Jerusalem,fro (Old French),verse,chanson de geste,1181 to 1200,"Graindor de Douai
(1100 to 1200)",https://arlima.net/no/300|http://jonas.irht.cnrs.fr/oeuvre/12848,49431,"Torino, Biblioteca nazionale universitaria, L. III. 25 (1661)",T,,Torino,Biblioteca nazionale universitaria,,L. III. 25 (1661),1296-1305,http://jonas.irht.cnrs.fr/manuscrit/59032,
546,Fierabras occitan,pro (Occitan),verse,chanson de geste,1180 to 1240,,https://arlima.net/no/1156|http://jonas.irht.cnrs.fr/oeuvre/2361,45442,"Berlin, Staatsbibliothek und Preussischer Kulturbesitz, Gall. octavo 41",,,Berlin,Staatsbibliothek und Preussischer Kulturbesitz,Gall.,octavo 41,1216-1235,http://jonas.irht.cnrs.fr/manuscrit/7292,
579,Galien (li Restorés),fro (Old French),verse,chanson de geste,1201 to 1300,,https://arlima.net/no/1199|http://jonas.irht.cnrs.fr/oeuvre/13243|https://alma.hadw-bw.de/deafbibl/deafbibl-suche?anzeigen=bib99g#GalienD,45639,"Eugene, University of Oregon Libraries Special Collections and University Archives, Vault MS 065",,,Eugene,University of Oregon Library,Vault MS,65,1481-1500,https://jonas.irht.cnrs.fr/manuscrit/76354,https://arlima.net/no/2633
583,Aie d'Avignon,fro_ITA (Franco-Italian),verse,chanson de geste,1300 to 1320,,https://arlima.net/no/337,47325,"Bruxelles, Bibliothèque royale,  14637",B,fragment,Bruxelles,Bibliothèque royale,,14637,1281-1300,http://jonas.irht.cnrs.fr/manuscrit/10561,
583,Aie d'Avignon,fro_ITA (Franco-Italian),verse,chanson de geste,1300 to 1320,,https://arlima.net/no/337,45107,"Venezia, Biblioteca nazionale Marciana, lat. cl. 11.129 (4198)",C,fragment,Venezia,Biblioteca nazionale Marciana,,lat. cl. 11.129 (4198) ,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75156,
584,Aie d'Avignon,fro (Old French),verse,chanson de geste,1167 to 1205,,https://arlima.net/no/337|http://jonas.irht.cnrs.fr/oeuvre/6771,47327,"Besançon, Archives départementales du Doubs, s.c.",D,fragment,Besançon,Archives départementales du Doubs,,s.c.,1241-1260,http://jonas.irht.cnrs.fr/manuscrit/78317,
584,Aie d'Avignon,fro (Old French),verse,chanson de geste,1167 to 1205,,https://arlima.net/no/337|http://jonas.irht.cnrs.fr/oeuvre/6771,46008,"Paris, Bibliothèque nationale de France, français 2170",A,,Paris,Bibliothèque nationale de France,français,2170,1351-1400,http://jonas.irht.cnrs.fr/manuscrit/45671,https://arlima.net/no/2878
585,Aigar et Maurin,pro (Occitan),verse,chanson de geste,1150 to 1200,,https://arlima.net/no/3310,45209,"Gent, Universiteitsbibliotheek, 1597",,fragment,Gent,Universiteitsbibliotheek,,1597,1281-1320,http://jonas.irht.cnrs.fr/manuscrit/21964,https://arlima.net/no/12110
585,Aigar et Maurin,pro (Occitan),verse,chanson de geste,1150 to 1200,,https://arlima.net/no/3310,46141,"Leuven, Bibliothèque universitaire, 288",,fragment,Leuven,Bibliothèque universitaire,,288,1241-1400,http://jonas.irht.cnrs.fr/manuscrit/71711,
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45669,"Bern, Burgerbibliothek, 296",E/C (Rolin),,Bern,Burgerbibliothek,,296,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/8164,https://arlima.net/no/7215
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,48578,"BOLOGNA, Archivio di Stato, fonds principal  mem. Provv. reg. 786 ",,fragment,Bologna,Archivio di Stato,, mem. Provv. reg. 786 ,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/83877,
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,46157,"Boulogne-sur-Mer, Bibliothèque municipale, 192",C/f (Rolin),,Boulogne-sur-Mer,Bibliothèque municipale,Saint-Bertin,192,1295,http://jonas.irht.cnrs.fr/manuscrit/9587,https://arlima.net/no/5829
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45272,"Cambridge, University Library, Additional 2751 (4)",,fragment,Cambridge,University Library,Additional,2751 (4),1201-1250,http://jonas.irht.cnrs.fr/manuscrit/13292,https://arlima.net/no/8018
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45714,"Clermont-Ferrand, Bibliothèque municipale, 279",,fragment,Clermont-Ferrand,Bibliothèque municipale,,279,1401-1420,http://jonas.irht.cnrs.fr/manuscrit/16878,
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45836,"Lincoln, Lincolnshire Archives Office, Maddison Deposit 2 / 6",,fragment,Lincoln,Lincolnshire Archives Office,Maddison Deposit,2 / 6,1201-1400,http://jonas.irht.cnrs.fr/manuscrit/78275,
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,46126,"Lisboa, Biblioteca nacional de Portugal, 0258.42",,fragment,Lisboa,Biblioteca nacional,258.42,,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/73182,
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45613,"London, British Library, Royal 20.D.XI",B1/L (Rolin),,London,British Library,Royal,20 D XI,1301-1350,http://jonas.irht.cnrs.fr/manuscrit/31259,https://arlima.net/no/3776
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45293,"Milano, Biblioteca Trivulziana, 1025",A4/T (Rolin),,Milano,Biblioteca Trivulziana,,1025,1267-1300,http://jonas.irht.cnrs.fr/manuscrit/35143,https://arlima.net/no/5828
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45356,"Oxford, Bodleian Library, french e. 32",P (Rolin),,Oxford,Bodleian Library,French,32,1191-1220,http://jonas.irht.cnrs.fr/manuscrit/72934,https://arlima.net/no/7216
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45648,"Paris, Bibliothèque nationale de France, Arsenal 6562",ars/a (Rolin),,Paris,Bibliothèque nationale de France,Arsenal,6562,1221-1230,http://jonas.irht.cnrs.fr/manuscrit/43080,https://arlima.net/no/7214
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45711,"Paris, Bibliothèque nationale de France, français 1448",D/e (Rolin),,Paris,Bibliothèque nationale de France,français,1448,1241-1260,http://jonas.irht.cnrs.fr/manuscrit/45611,https://arlima.net/no/2438
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45816,"Paris, Bibliothèque nationale de France, français 1449",A2/b (Rolin),mutilated,Paris,Bibliothèque nationale de France,français,1449,1241-1260,http://jonas.irht.cnrs.fr/manuscrit/45612,https://arlima.net/no/2460
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45877,"Paris, Bibliothèque nationale de France, français 24369",B2/V (Rolin),,Paris,Bibliothèque nationale de France,français,24369,1301-1320,http://jonas.irht.cnrs.fr/manuscrit/45910,https://arlima.net/no/2437
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,46031,"Paris, Bibliothèque nationale de France, français 2494",F/d (Rolin),,Paris,Bibliothèque nationale de France,français,2494,1226-1250,http://jonas.irht.cnrs.fr/manuscrit/45682,https://arlima.net/no/5163
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,46033,"Paris, Bibliothèque nationale de France, français 2861",,,Paris,Bibliothèque nationale de France,français,2861,1461-1470,http://jonas.irht.cnrs.fr/manuscrit/75176,
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45930,"Paris, Bibliothèque nationale de France, français 368",A3/B (Rolin),,Paris,Bibliothèque nationale de France,français,368,1301-1313,http://jonas.irht.cnrs.fr/manuscrit/45523,https://arlima.net/no/633
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45746,"Paris, Bibliothèque nationale de France, français 774",A1/A (Rolin),,Paris,Bibliothèque nationale de France,français,774,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/45550,https://arlima.net/no/2330
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,46067,"Paris, Bibliothèque nationale de France, NAF 934",,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,934,1301-1400,http://jonas.irht.cnrs.fr/manuscrit/48075,https://arlima.net/no/2335
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,49752,"Sankt-Peterburg, National Library, fr. 8° v. XIV. 6",,fragment,Sankt-Peterburg,National Library,fr.,8° v. XIV. 6,1201-1250,http://jonas.irht.cnrs.fr/manuscrit/13292,
586,Aliscans,fro (Old French),verse,chanson de geste,1151 to 1200,"Guillaume de Bapaume
(1100 to 1299)",https://arlima.net/no/252|http://jonas.irht.cnrs.fr/oeuvre/4134,45120,"Venezia, Biblioteca nazionale Marciana, fr. Z. 8 (= 52)",M,,Venezia,Biblioteca nazionale Marciana,fr.,Z. 8 (= 52),1351-1400,http://jonas.irht.cnrs.fr/manuscrit/68328,https://arlima.net/no/4573
587,Amis et Amiloun,fro_ENG (Anglo-Norman),verse,,1200 to 1220,,https://arlima.net/no/382,47323,"Cambridge, Corpus Christi College, 50",,,Cambridge,Corpus Christi College,,50,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/12118,
587,Amis et Amiloun,fro_ENG (Anglo-Norman),verse,,1200 to 1220,,https://arlima.net/no/382,45813,"Karlsruhe, Badische Landesbibl., 345",,,Karlsruhe,Badische Landesbibl.,,345,1301-1400,https://jonas.irht.cnrs.fr/manuscrit/74666,
587,Amis et Amiloun,fro_ENG (Anglo-Norman),verse,,1200 to 1220,,https://arlima.net/no/382,45604,"London, British Library, Royal 12 C.XII",,,London,British Library,Royal,12 C.XII,1326-1350,http://jonas.irht.cnrs.fr/manuscrit/31152,
588,Ami et Amile,fro (Old French),verse,chanson de geste,1196 to 1220,,https://arlima.net/no/3264|http://jonas.irht.cnrs.fr/oeuvre/12254,45960,"Paris, Bibliothèque nationale de France, français 860",,,Paris,Bibliothèque nationale de France,français,860,1256-1295,http://jonas.irht.cnrs.fr/manuscrit/45573,https://arlima.net/no/3248
591,Anseïs de Carthage,fro_ITA (Franco-Italian),verse,chanson de geste,1201 to 1400,"de Bononia, Johannes",https://www.rialfri.eu/opere/anseis-de-carthage|http://jonas.irht.cnrs.fr/oeuvre/12636,48583,"Imola, Biblioteca Comunale, 134.A.A5, n.9 (6)",,fragment,Imola,Biblioteca Comunale,,"134.A.A5, n.9 (6)",1281-1320, http://jonas.irht.cnrs.fr/manuscrit/83815,
591,Anseïs de Carthage,fro_ITA (Franco-Italian),verse,chanson de geste,1201 to 1400,"de Bononia, Johannes",https://www.rialfri.eu/opere/anseis-de-carthage|http://jonas.irht.cnrs.fr/oeuvre/12636,45834,"Paris, Bibliothèque nationale de France, français 1598",C,,Paris,Bibliothèque nationale de France,français,1598,1301-1400,http://jonas.irht.cnrs.fr/manuscrit/74231,https://arlima.net/no/6369
592,Anseïs de Metz,fro (Old French),verse,chanson de geste,1121 to 1250,,https://arlima.net/no/737|http://jonas.irht.cnrs.fr/oeuvre/11089,45438,"Antwerpen, Universiteitsbibliotheek, MAG-P 64.21",,fragment,Antwerpen,Universiteitsbibliotheek,,MAG-P 64.21,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/82567,https://arlima.net/no/8215
592,Anseïs de Metz,fro (Old French),verse,chanson de geste,1121 to 1250,,https://arlima.net/no/737|http://jonas.irht.cnrs.fr/oeuvre/11089,46146,"Città del Vaticano, BAV, Urb. Lat. 375",,mutilated,Città del Vaticano,Biblioteca Apostolica Vaticana,Urb. Lat.,375,1281-1300,http://jonas.irht.cnrs.fr/manuscrit/66314,https://arlima.net/no/6800
592,Anseïs de Metz,fro (Old French),verse,chanson de geste,1121 to 1250,,https://arlima.net/no/737|http://jonas.irht.cnrs.fr/oeuvre/11089,45679,"Paris, Bibliothèque nationale de France, Arsenal 3143",,,Paris,Bibliothèque nationale de France,Arsenal,3143,1301-1320,http://jonas.irht.cnrs.fr/manuscrit/42944,https://arlima.net/no/6801
592,Anseïs de Metz,fro (Old French),verse,chanson de geste,1121 to 1250,,https://arlima.net/no/737|http://jonas.irht.cnrs.fr/oeuvre/11089,45728,"Paris, Bibliothèque nationale de France, français 24377",,,Paris,Bibliothèque nationale de France,français,24377,1251-1275,http://jonas.irht.cnrs.fr/manuscrit/75511,
592,Anseïs de Metz,fro (Old French),verse,chanson de geste,1121 to 1250,,https://arlima.net/no/737|http://jonas.irht.cnrs.fr/oeuvre/11089,46036,"Paris, Bibliothèque nationale de France, français 4988",,,Paris,Bibliothèque nationale de France,français,4988,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75496,https://arlima.net/no/6810
594,Antiocha,pro (Occitan),verse,chanson de geste,1111 to 1149,"Grégoire Bechada
(1100 to 1200)",https://arlima.net/no/743|http://jonas.irht.cnrs.fr/oeuvre/3158,49704,"Madrid, Biblioteca de la Real Academia de la Historia, papiers de Jaime de Vilanueva",,mutilated,Madrid,Biblioteca de la Real Academia de la Historia,papiers de Jaime de Vilanueva,,1111-1149,http://jonas.irht.cnrs.fr/manuscrit/32841,
595,Aspramonte,fro_ITA (Franco-Italian),verse,chanson de geste,1200 to 1400,,https://arlima.net/no/761|https://www.rialfri.eu/opere/chanson-daspremont,45091,"Chantilly, Bibliothèque du Château, 470",Cha,,Chantilly,Bibliothèque du Château,,470,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/14803,
595,Aspramonte,fro_ITA (Franco-Italian),verse,chanson de geste,1200 to 1400,,https://arlima.net/no/761|https://www.rialfri.eu/opere/chanson-daspremont,48736,"Firenze, Biblioteca Nazionale, Magl. Cl VII, cod. 932",F,fragment,Firenze,Biblioteca Nazionale,Magl.,"Cl VII, cod. 932",1341-1360,http://jonas.irht.cnrs.fr/manuscrit/75446,
595,Aspramonte,fro_ITA (Franco-Italian),verse,chanson de geste,1200 to 1400,,https://arlima.net/no/761|https://www.rialfri.eu/opere/chanson-daspremont,45164,"Trento, Biblioteca del Convento dei Frati Minori, Arch. 320",Tn,fragment,Trento,Biblioteca del Convento dei Frati Minori,Arch.,320,1301-1320,http://jonas.irht.cnrs.fr/manuscrit/73183,
595,Aspramonte,fro_ITA (Franco-Italian),verse,chanson de geste,1200 to 1400,,https://arlima.net/no/761|https://www.rialfri.eu/opere/chanson-daspremont,45119,"Venezia, Biblioteca nazionale Marciana, Fr. Z. 4 (=225)",V4,,Venezia,Biblioteca nazionale Marciana,,Fr. Z. 4 (=225),1341-1360,http://jonas.irht.cnrs.fr/manuscrit/68325,
595,Aspramonte,fro_ITA (Franco-Italian),verse,chanson de geste,1200 to 1400,,https://arlima.net/no/761|https://www.rialfri.eu/opere/chanson-daspremont,45130,"Venezia, Biblioteca nazionale Marciana, Fr. Z. 6 (=226)",V6,,Venezia,Biblioteca nazionale Marciana,,Fr. Z. 6 (=226),1371,http://jonas.irht.cnrs.fr/manuscrit/71855,
595,Aspramonte,fro_ITA (Franco-Italian),verse,chanson de geste,1200 to 1400,,https://arlima.net/no/761|https://www.rialfri.eu/opere/chanson-daspremont,49429,"Venezia, Biblioteca nazionale Marciana, Lat. X, 200",,fragment,Venezia,Biblioteca nazionale Marciana,,"Lat. X, 200",1301-1320,,
596,Aspremont,fro (Old French),verse,chanson de geste,1184 to 1192,,https://arlima.net/no/762,45270,"Alençon, Bibliothèque municipale, 637",Alençon,fragment,Alençon,Bibliothèque municipale,,"637, 646, 647",1301-1320,http://jonas.irht.cnrs.fr/manuscrit/946,
596,Aspremont,fro (Old French),verse,chanson de geste,1184 to 1192,,https://arlima.net/no/762,45440,"Berlin, Staatsbibliothek und Preussischer Kulturbesitz, Gall. quarto 48",B,,Berlin,Staatsbibliothek und Preussischer Kulturbesitz,Gall.,quarto 48,1281-1300,http://jonas.irht.cnrs.fr/manuscrit/7290,https://arlima.net/no/6035
596,Aspremont,fro (Old French),verse,chanson de geste,1184 to 1192,,https://arlima.net/no/762,45513,"Bruxelles, Bibliothèque royale, IV 00621 (1)",Br,fragment,Bruxelles,KBR,,IV 621/1,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/82693,
596,Aspremont,fro (Old French),verse,chanson de geste,1184 to 1192,,https://arlima.net/no/762,45902,"Città del Vaticano, BAV, Palatini latini 1971 V",,fragment,Città del Vaticano,Biblioteca Apostolica Vaticana,Palatini latini,1971 V,1201-1220,http://jonas.irht.cnrs.fr/manuscrit/76790,https://arlima.net/no/4632
596,Aspremont,fro (Old French),verse,chanson de geste,1184 to 1192,,https://arlima.net/no/762,45089,"Città del Vaticano, BAV, Reginensi latini 1360",R,mutilated,Città del Vaticano,Biblioteca Apostolica Vaticana,Reginensi latini,1360,1301-1320,http://jonas.irht.cnrs.fr/manuscrit/75524,https://arlima.net/no/7387
596,Aspremont,fro (Old French),verse,chanson de geste,1184 to 1192,,https://arlima.net/no/762,46114,"Clermont-Ferrand, Archives départementales, MS. F. 2",C,fragment,Clermont-Ferrand,Archives départementales,MS.,F. 2,1201-1233,http://jonas.irht.cnrs.fr/manuscrit/78308,
596,Aspremont,fro (Old French),verse,chanson de geste,1184 to 1192,,https://arlima.net/no/762,45183,"Cologny (Genève), Fondation Martin Bodmer, 11",,,Cologny (Genève),Fondation Martin Bodmer,,11,1181-1220,http://jonas.irht.cnrs.fr/manuscrit/17488,https://arlima.net/no/2563
